focal GCF	assocaited GCF/OG	allele frequency	direction	frequency in samples with focal GCF	frequency in samples with focal GCF	pvalue	phylgoenetically corrected pvalue	beta	beta-std-err	variant_h2	notes	annotation notes	KO Annotation (E-value)	PGAP Annotation (E-value)	PaperBLAST Annotation (E-value)	CARD Annotation (E-value)	IS Finder (E-value)	MI-BiG Annotation (E-value)	VOG Annotation (E-value)	VFDB Annotation (E-value)	Pfam Domains
GCF_59	OG0008750	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008751	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008754	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008755	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008768	8.39E-02	positive	0.6	0.04794520547945205	1.15E-09	1.02E-12	-4.99E-01	6.41E-02	5.32E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008779	8.39E-02	positive	0.6	0.04794520547945205	1.15E-09	1.89E-16	-5.79E-01	6.26E-02	5.99E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008806	8.39E-02	positive	0.7	0.0410958904109589	3.67E-13	1.69E-10	-4.69E-01	6.85E-02	4.84E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008821	8.39E-02	positive	0.6	0.04794520547945205	1.15E-09	1.89E-16	-5.79E-01	6.26E-02	5.99E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008841	8.39E-02	positive	0.7	0.0410958904109589	3.67E-13	8.98E-11	-6.12E-01	8.78E-02	4.91E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008845	8.39E-02	positive	0.7	0.0410958904109589	3.67E-13	1.69E-10	-4.69E-01	6.85E-02	4.84E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008847	8.39E-02	positive	0.7	0.0410958904109589	3.67E-13	1.69E-10	-4.69E-01	6.85E-02	4.84E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008863	8.39E-02	positive	0.7	0.0410958904109589	3.67E-13	1.69E-10	-4.69E-01	6.85E-02	4.84E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008913	8.39E-02	positive	0.7	0.0410958904109589	3.67E-13	1.69E-10	-4.69E-01	6.85E-02	4.84E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0008918	8.39E-02	positive	0.6	0.04794520547945205	1.15E-09	1.02E-12	-4.99E-01	6.41E-02	5.32E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0009473	6.45E-02	positive	0.4	0.0410958904109589	8.01E-06	1.06E-12	-5.64E-01	7.26E-02	5.32E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0009733	5.81E-02	positive	0.3	0.0410958904109589	7.19E-04	2.66E-13	-5.32E-01	6.64E-02	5.44E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	OG0009911	5.16E-02	positive	0.2	0.0410958904109589	2.83E-02	2.40E-11	-4.66E-01	6.47E-02	5.04E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_59	GCF_48	9.03E-02	positive	0.7	0.04794520547945205	3.55E-12	3.80E-13	-5.37E-01	6.75E-02	5.41E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/GCF_48.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_26	GCF_21	3.55E-01	positive	0.8461538461538461	0.19658119658119658	4.98E-13	4.83E-12	4.97E-01	6.63E-02	5.19E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/GCF_21.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_26	GCF_32	1.94E-01	positive	0.5384615384615384	0.07692307692307693	1.13E-10	3.61E-10	5.29E-01	7.89E-02	4.77E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/GCF_32.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0004405	9.16E-01	negative	0.7777777777777778	0.9347826086956522	2.43E-02	1.44E-11	-7.02E-01	9.61E-02	5.08E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0004522	8.71E-01	positive	0.8888888888888888	0.8695652173913043	8.09E-01	9.39E-13	-8.08E-01	1.04E-01	5.33E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0004525	8.71E-01	positive	0.8888888888888888	0.8695652173913043	8.09E-01	4.90E-15	-9.70E-01	1.11E-01	5.75E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0004685	8.39E-01	positive	0.8888888888888888	0.8333333333333334	5.38E-01	4.66E-15	-9.71E-01	1.12E-01	5.76E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0004694	8.39E-01	positive	0.8888888888888888	0.8333333333333334	5.38E-01	4.78E-14	-9.24E-01	1.11E-01	5.58E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0004739	8.32E-01	positive	0.8888888888888888	0.8260869565217391	4.94E-01	4.33E-14	-9.19E-01	1.10E-01	5.58E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0004753	8.32E-01	positive	0.8888888888888888	0.8260869565217391	4.94E-01	6.20E-14	-9.09E-01	1.10E-01	5.56E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0004772	8.26E-01	positive	0.8888888888888888	0.8188405797101449	4.53E-01	9.05E-13	-7.77E-01	9.96E-02	5.33E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0004812	8.19E-01	positive	0.8888888888888888	0.8043478260869565	4.15E-01	1.16E-12	-8.38E-01	1.08E-01	5.31E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0004869	8.00E-01	positive	0.8888888888888888	0.7898550724637681	3.16E-01	1.05E-11	-7.90E-01	1.07E-01	5.11E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0004915	7.94E-01	positive	0.8888888888888888	0.7753623188405797	2.88E-01	2.19E-13	-8.74E-01	1.09E-01	5.45E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0004928	7.81E-01	negative	0.7777777777777778	0.782608695652174	9.75E-01	4.99E-12	-7.66E-01	1.02E-01	5.18E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0004933	7.81E-01	positive	0.8333333333333334	0.7753623188405797	5.66E-01	1.45E-09	7.10E-01	1.10E-01	4.62E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0004946	7.74E-01	positive	0.8333333333333334	0.7681159420289855	5.23E-01	2.12E-09	6.98E-01	1.10E-01	4.58E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0004961	7.74E-01	positive	0.8888888888888888	0.7536231884057971	2.16E-01	6.81E-13	-8.44E-01	1.08E-01	5.36E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0005005	7.35E-01	positive	0.8333333333333334	0.7246376811594203	3.17E-01	5.76E-15	-9.66E-01	1.11E-01	5.74E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0005170	6.97E-01	positive	0.8333333333333334	0.6739130434782609	1.80E-01	1.13E-14	-9.52E-01	1.11E-01	5.69E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0005253	6.77E-01	positive	0.8333333333333334	0.6521739130434783	1.32E-01	2.17E-14	-9.36E-01	1.11E-01	5.64E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0005255	6.71E-01	negative	0.6666666666666666	0.6739130434782609	9.67E-01	2.26E-13	-8.55E-01	1.06E-01	5.45E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0005261	6.71E-01	negative	0.5555555555555556	0.6884057971014492	2.68E-01	5.68E-11	-7.26E-01	1.03E-01	4.95E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0005303	6.58E-01	positive	0.8888888888888888	0.6304347826086957	2.81E-02	4.75E-13	9.33E-01	1.18E-01	5.39E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0005325	6.58E-01	positive	0.8333333333333334	0.6304347826086957	9.54E-02	1.42E-13	-8.99E-01	1.11E-01	5.49E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0005339	6.58E-01	positive	0.8333333333333334	0.6304347826086957	9.54E-02	2.71E-13	-8.82E-01	1.10E-01	5.44E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0005341	6.58E-01	positive	0.8333333333333334	0.6304347826086957	9.54E-02	1.74E-13	-8.92E-01	1.10E-01	5.47E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0005367	6.52E-01	positive	0.8333333333333334	0.6231884057971014	8.52E-02	6.36E-15	-9.68E-01	1.12E-01	5.73E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0005376	6.52E-01	positive	0.8333333333333334	0.6231884057971014	8.52E-02	4.55E-13	-8.71E-01	1.10E-01	5.39E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0005389	6.45E-01	positive	0.8888888888888888	0.6086956521739131	2.15E-02	6.45E-13	9.19E-01	1.17E-01	5.36E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0005449	6.13E-01	positive	0.7777777777777778	0.5869565217391305	1.27E-01	3.58E-15	-7.69E-01	8.78E-02	5.78E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0005515	5.87E-01	positive	0.6666666666666666	0.572463768115942	4.66E-01	1.79E-11	-7.63E-01	1.05E-01	5.06E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0005528	5.81E-01	positive	0.7222222222222222	0.5579710144927537	1.95E-01	3.69E-09	-6.46E-01	1.03E-01	4.52E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0005532	5.81E-01	negative	0.4444444444444444	0.5942028985507246	2.13E-01	2.00E-13	-7.27E-01	9.02E-02	5.46E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0005598	5.35E-01	positive	0.7222222222222222	0.5072463768115942	9.11E-02	3.34E-10	7.42E-01	1.10E-01	4.77E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0005609	5.29E-01	negative	0.4444444444444444	0.5362318840579711	4.44E-01	9.90E-15	-7.97E-01	9.29E-02	5.70E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0005635	5.23E-01	positive	0.6666666666666666	0.5	1.93E-01	3.02E-10	-6.26E-01	9.29E-02	4.79E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0005738	4.65E-01	positive	0.6666666666666666	0.43478260869565216	6.74E-02	2.18E-09	6.22E-01	9.77E-02	4.57E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0005766	4.45E-01	negative	0.3333333333333333	0.45652173913043476	3.10E-01	3.76E-09	-5.60E-01	8.96E-02	4.51E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0005817	4.06E-01	positive	0.6111111111111112	0.38405797101449274	6.01E-02	7.01E-15	6.96E-01	8.05E-02	5.73E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0006068	3.23E-01	positive	0.3333333333333333	0.3188405797101449	9.17E-01	2.71E-10	-5.91E-01	8.74E-02	4.80E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0006141	3.03E-01	positive	0.3888888888888889	0.2898550724637681	4.00E-01	7.76E-10	-6.13E-01	9.34E-02	4.69E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0006287	2.71E-01	negative	0.16666666666666666	0.2826086956521739	2.90E-01	2.49E-09	-6.55E-01	1.03E-01	4.56E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0006378	2.52E-01	negative	0.1111111111111111	0.26811594202898553	1.44E-01	2.56E-10	-6.43E-01	9.50E-02	4.80E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0006615	2.13E-01	negative	0.1111111111111111	0.2246376811594203	2.62E-01	3.12E-09	-7.13E-01	1.13E-01	4.53E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0006681	2.00E-01	positive	0.3333333333333333	0.18115942028985507	1.33E-01	2.99E-11	5.39E-01	7.52E-02	5.02E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0006765	1.94E-01	negative	0.1111111111111111	0.2028985507246377	3.46E-01	5.72E-10	-4.88E-01	7.37E-02	4.72E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0006836	1.81E-01	negative	0.16666666666666666	0.18115942028985507	8.70E-01	1.26E-13	7.20E-01	8.84E-02	5.50E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0006933	1.68E-01	positive	0.3333333333333333	0.14492753623188406	4.55E-02	2.18E-15	6.13E-01	6.93E-02	5.81E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0006948	1.68E-01	positive	0.3333333333333333	0.14492753623188406	4.55E-02	7.71E-10	6.24E-01	9.51E-02	4.69E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0007064	1.55E-01	negative	0.1111111111111111	0.15942028985507245	5.85E-01	2.95E-15	9.83E-01	1.12E-01	5.79E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0007085	1.55E-01	negative	0.1111111111111111	0.15942028985507245	5.85E-01	5.06E-15	9.70E-01	1.12E-01	5.75E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0007092	1.55E-01	negative	0.1111111111111111	0.15942028985507245	5.85E-01	2.95E-15	9.83E-01	1.12E-01	5.79E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0007188	1.48E-01	negative	0.1111111111111111	0.15217391304347827	6.36E-01	6.86E-15	9.62E-01	1.11E-01	5.73E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0007330	1.48E-01	negative	0.1111111111111111	0.15217391304347827	6.36E-01	6.25E-11	7.32E-01	1.04E-01	4.94E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0007553	1.35E-01	positive	0.2777777777777778	0.11594202898550725	6.06E-02	4.18E-09	-6.33E-01	1.01E-01	4.50E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0007566	1.35E-01	positive	0.2777777777777778	0.11594202898550725	6.06E-02	6.77E-11	-7.58E-01	1.08E-01	4.94E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0007663	1.35E-01	positive	0.2777777777777778	0.11594202898550725	6.06E-02	6.77E-11	-7.58E-01	1.08E-01	4.94E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0007956	1.16E-01	positive	0.16666666666666666	0.10869565217391304	4.77E-01	1.03E-08	5.95E-01	9.83E-02	4.40E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0008275	1.03E-01	positive	0.1111111111111111	0.10144927536231885	9.07E-01	6.22E-13	8.43E-01	1.07E-01	5.37E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0008437	9.68E-02	positive	0.2777777777777778	0.07246376811594203	5.73E-03	5.74E-14	7.78E-01	9.39E-02	5.56E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0008987	7.74E-02	positive	0.1111111111111111	0.07246376811594203	5.69E-01	2.59E-10	-7.06E-01	1.04E-01	4.80E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0009008	7.74E-02	positive	0.1111111111111111	0.07246376811594203	5.69E-01	2.54E-11	-7.29E-01	1.01E-01	5.03E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0009460	6.45E-02	positive	0.16666666666666666	0.050724637681159424	6.06E-02	5.15E-12	7.51E-01	1.00E-01	5.18E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0009535	6.45E-02	positive	0.1111111111111111	0.057971014492753624	3.92E-01	2.67E-14	7.55E-01	8.98E-02	5.62E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	OG0009728	5.81E-02	positive	0.1111111111111111	0.050724637681159424	3.06E-01	1.47E-09	7.02E-01	1.09E-01	4.62E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_41	GCF_45	9.68E-02	positive	0.1111111111111111	0.09420289855072464	8.27E-01	1.76E-11	7.22E-01	9.93E-02	5.07E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/GCF_45.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_17	OG0005669	5.03E-01	positive	0.6173913043478261	0.17073170731707318	6.87E-07	1.37E-10	6.66E-01	9.66E-02	4.87E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_17	OG0005671	5.03E-01	positive	0.6173913043478261	0.17073170731707318	6.87E-07	1.37E-10	6.66E-01	9.66E-02	4.87E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_17	OG0005672	5.03E-01	positive	0.6173913043478261	0.17073170731707318	6.87E-07	1.37E-10	6.66E-01	9.66E-02	4.87E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_17	OG0005673	5.03E-01	positive	0.6173913043478261	0.17073170731707318	6.87E-07	1.37E-10	6.66E-01	9.66E-02	4.87E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_17	OG0005674	5.03E-01	positive	0.6173913043478261	0.17073170731707318	6.87E-07	1.37E-10	6.66E-01	9.66E-02	4.87E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_17	OG0005675	5.03E-01	positive	0.6173913043478261	0.17073170731707318	6.87E-07	1.37E-10	6.66E-01	9.66E-02	4.87E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_17	OG0005676	5.03E-01	positive	0.6173913043478261	0.17073170731707318	6.87E-07	1.37E-10	6.66E-01	9.66E-02	4.87E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_17	OG0005677	5.03E-01	positive	0.6173913043478261	0.17073170731707318	6.87E-07	1.37E-10	6.66E-01	9.66E-02	4.87E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_17	OG0005678	5.03E-01	positive	0.6173913043478261	0.17073170731707318	6.87E-07	1.37E-10	6.66E-01	9.66E-02	4.87E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_17	OG0007643	1.35E-01	negative	0.05217391304347826	0.36585365853658536	5.01E-07	5.62E-10	-5.40E-01	8.15E-02	4.72E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
